none,2.001
berjalan,6.001
none,10.001
none,14.001
none,18.001
none,22.001
none,26.001
none,30.001
none,34.001
berjalan,38.001
none,42.001
none,46.001
none,50.001
none,50.002
none,54.001
berjalan,54.002
none,58.001
berjalan,58.002
berjalan,62.001
none,62.002
berjalan,66.001
none,66.002
berjalan,70.001
none,70.002
berjalan,74.001
berjalan,74.002
berjalan,78.001
berjalan,78.002
none,82.001
berjalan,82.002
none,86.001
membidik (l. pendek),86.002
berjalan,86.002
membidik (l. pendek),90.001
berjalan,90.002
none,94.001
membidik (l. pendek),94.002
berjalan,94.002
berjongkok,98.001
membidik (l. pendek),98.002
berjalan,102.001
membidik (l. pendek),102.001
berjongkok,102.002
membidik (l. pendek),106.001
none,106.002
none,110.001
membidik (l. pendek),110.002
berjalan,110.002
membidik (l. pendek),114.001
none,114.002
membidik (l. pendek),118.001
